StudentId,Time,Type,Action
c80e,"1/01/23, 14:14",Turnitin Assignment 2,List Submissions
c80e,"1/01/23, 14:14",System,Course viewed
c80e,"1/01/23, 14:12",Turnitin Assignment 2,List Submissions
6d29,"1/01/23, 14:12",Turnitin Assignment 2,List Submissions
c80e,"1/01/23, 14:12",Turnitin Assignment 2,List Submissions
c80e,"1/01/23, 14:12",System,Course viewed
6d29,"1/01/23, 14:11",Turnitin Assignment 2,Add Submission
6d29,"1/01/23, 14:11",Turnitin Assignment 2,Add Submission
6d29,"1/01/23, 14:09",Turnitin Assignment 2,List Submissions
6d29,"1/01/23, 14:09",System,Course viewed
e632,"1/01/23, 14:05",Turnitin Assignment 2,Add Submission
e632,"1/01/23, 14:05",Turnitin Assignment 2,Add Submission
68a9,"1/01/23, 14:02",Turnitin Assignment 2,List Submissions
68a9,"1/01/23, 14:01",System,Course viewed
68a9,"1/01/23, 13:44",System,Course viewed
68a9,"1/01/23, 13:43",System,Course viewed
486d,"1/01/23, 13:38",Turnitin Assignment 2,Add Submission
486d,"1/01/23, 13:38",Turnitin Assignment 2,Add Submission
486d,"1/01/23, 13:38",Turnitin Assignment 2,List Submissions
486d,"1/01/23, 13:37",System,Course viewed
68a9,"1/01/23, 13:33",Turnitin Assignment 2,List Submissions
68a9,"1/01/23, 13:33",System,Course viewed
e632,"1/01/23, 13:31",Turnitin Assignment 2,List Submissions
e632,"1/01/23, 13:31",Turnitin Assignment 2,List Submissions
e632,"1/01/23, 13:28",System,Course viewed
8de3,"1/01/23, 13:28",Turnitin Assignment 2,List Submissions
05cf,"1/01/23, 13:27",Folder,Course module viewed
05cf,"1/01/23, 13:27",System,Course viewed
1d56,"1/01/23, 13:19",Turnitin Assignment 2,List Submissions
1d56,"1/01/23, 13:19",System,Course viewed
1d56,"1/01/23, 13:18",Turnitin Assignment 2,List Submissions
1d56,"1/01/23, 13:18",System,Course viewed
1d56,"1/01/23, 13:18",Folder,Course module viewed
1d56,"1/01/23, 13:18",System,Course viewed
8de3,"1/01/23, 13:18",Turnitin Assignment 2,Add Submission
8de3,"1/01/23, 13:18",Turnitin Assignment 2,Add Submission
a6c7,"1/01/23, 13:18",Turnitin Assignment 2,Add Submission
a6c7,"1/01/23, 13:18",Turnitin Assignment 2,Add Submission
a6c7,"1/01/23, 13:16",Turnitin Assignment 2,List Submissions
a6c7,"1/01/23, 13:16",Turnitin Assignment 2,List Submissions
1d56,"1/01/23, 13:15",Turnitin Assignment 2,List Submissions
1d56,"1/01/23, 13:15",System,Course viewed
1d56,"1/01/23, 13:14",Turnitin Assignment 2,List Submissions
1d56,"1/01/23, 13:14",System,Course viewed
05cf,"1/01/23, 13:14",Folder,Course module viewed
05cf,"1/01/23, 13:14",System,Course viewed
a6c7,"1/01/23, 13:14",Turnitin Assignment 2,List Submissions
05cf,"1/01/23, 13:14",Turnitin Assignment 2,List Submissions
a6c7,"1/01/23, 13:13",System,Course viewed
05cf,"1/01/23, 13:13",System,Course viewed
1d56,"1/01/23, 13:13",Turnitin Assignment 2,List Submissions
1d56,"1/01/23, 13:13",Turnitin Assignment 2,List Submissions
1d56,"1/01/23, 13:08",Turnitin Assignment 2,List Submissions
1d56,"1/01/23, 13:08",System,Course viewed
1d56,"1/01/23, 13:07",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 13:07",Turnitin Assignment 2,List Submissions
1d56,"1/01/23, 13:07",System,Course viewed
d60c,"1/01/23, 13:07",Turnitin Assignment 2,List Submissions
d60c,"1/01/23, 13:06",System,Course viewed
edfc,"1/01/23, 13:06",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 13:05",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 13:05",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 13:05",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 13:04",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 13:04",System,Course viewed
8de3,"1/01/23, 13:04",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 13:03",System,Course viewed
8de3,"1/01/23, 13:03",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 13:03",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 13:00",Turnitin Assignment 2,List Submissions
72af,"1/01/23, 12:39",Turnitin Assignment 2,List Submissions
72af,"1/01/23, 12:39",System,Course viewed
e20f,"1/01/23, 12:38",Turnitin Assignment 2,List Submissions
e20f,"1/01/23, 12:36",Turnitin Assignment 2,List Submissions
e20f,"1/01/23, 12:35",Turnitin Assignment 2,List Submissions
e20f,"1/01/23, 12:29",Turnitin Assignment 2,Add Submission
e20f,"1/01/23, 12:29",Turnitin Assignment 2,Add Submission
d1d7,"1/01/23, 12:27",Turnitin Assignment 2,List Submissions
e20f,"1/01/23, 12:27",Turnitin Assignment 2,List Submissions
e20f,"1/01/23, 12:27",System,Course viewed
d1d7,"1/01/23, 12:27",System,Course viewed
0326,"1/01/23, 12:17",System,User profile viewed
0326,"1/01/23, 12:17",System,User list viewed
0326,"1/01/23, 12:16",User report,Grade user report viewed
0326,"1/01/23, 12:16",Turnitin Assignment 2,List Submissions
0326,"1/01/23, 12:16",System,Course viewed
c80e,"1/01/23, 11:46",Turnitin Assignment 2,List Submissions
c80e,"1/01/23, 11:45",System,Course viewed
e632,"1/01/23, 11:44",System,Course viewed
d884,"1/01/23, 10:18",Turnitin Assignment 2,List Submissions
d884,"1/01/23, 10:18",System,Course viewed
52d9,"1/01/23, 10:16",Turnitin Assignment 2,List Submissions
52d9,"1/01/23, 10:16",System,Course viewed
52d9,"1/01/23, 10:13",System,Course viewed
52d9,"1/01/23, 10:05",Turnitin Assignment 2,List Submissions
52d9,"1/01/23, 10:05",System,Course viewed
72af,"1/01/23, 09:24",Turnitin Assignment 2,List Submissions
026e,"1/01/23, 09:21",Turnitin Assignment 2,Add Submission
026e,"1/01/23, 09:21",Turnitin Assignment 2,Add Submission
026e,"1/01/23, 09:20",Turnitin Assignment 2,List Submissions
026e,"1/01/23, 09:16",Turnitin Assignment 2,List Submissions
026e,"1/01/23, 09:16",Turnitin Assignment 2,List Submissions
026e,"1/01/23, 09:16",Turnitin Assignment 2,List Submissions
026e,"1/01/23, 09:16",System,Course viewed
8de3,"1/01/23, 08:41",Turnitin Assignment 2,List Submissions
322b,"1/01/23, 08:41",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:41",System,Course viewed
322b,"1/01/23, 08:41",System,Course viewed
8de3,"1/01/23, 08:41",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:39",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:39",Turnitin Assignment 2,List Submissions
d1d7,"1/01/23, 08:38",Turnitin Assignment 2,List Submissions
d1d7,"1/01/23, 08:37",System,Course viewed
8de3,"1/01/23, 08:37",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:36",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:36",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:35",System,Course viewed
8de3,"1/01/23, 08:35",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:35",System,Course viewed
8de3,"1/01/23, 08:35",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:34",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:33",System,Course viewed
8de3,"1/01/23, 08:33",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:33",System,Course viewed
8de3,"1/01/23, 08:33",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:32",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:32",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:32",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:31",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:31",System,Course viewed
8de3,"1/01/23, 08:31",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:30",Turnitin Assignment 2,List Submissions
8de3,"1/01/23, 08:30",Turnitin Assignment 2,List Submissions
1120,"1/01/23, 08:02",Turnitin Assignment 2,List Submissions
1120,"1/01/23, 08:02",System,Course viewed
1120,"1/01/23, 08:02",Quiz,Course module viewed
1120,"1/01/23, 08:02",System,Course viewed
1120,"1/01/23, 08:02",System,Course viewed
486d,"1/01/23, 07:14",Turnitin Assignment 2,List Submissions
486d,"1/01/23, 07:14",Turnitin Assignment 2,List Submissions
486d,"1/01/23, 07:13",System,Course viewed
486d,"1/01/23, 07:12",Turnitin Assignment 2,List Submissions
486d,"1/01/23, 07:10",System,Course viewed
5ce9,"1/01/23, 04:57",System,Course viewed
5ce9,"1/01/23, 04:57",Turnitin Assignment 2,List Submissions
5ce9,"1/01/23, 04:57",System,Course viewed
d1d7,"1/01/23, 04:45",Turnitin Assignment 2,List Submissions
d1d7,"1/01/23, 04:45",System,Course viewed
d969,"1/01/23, 00:57",Turnitin Assignment 2,List Submissions
d969,"1/01/23, 00:57",System,Course viewed
d969,"1/01/23, 00:55",User report,Grade user report viewed
d969,"1/01/23, 00:55",User report,Grade user report viewed
d969,"1/01/23, 00:51",Turnitin Assignment 2,Add Submission
d969,"1/01/23, 00:50",Turnitin Assignment 2,Add Submission
d969,"1/01/23, 00:47",Turnitin Assignment 2,List Submissions
d969,"1/01/23, 00:47",System,Course viewed
d969,"1/01/23, 00:47",Turnitin Assignment 2,List Submissions
d969,"1/01/23, 00:47",System,Course viewed
d969,"1/01/23, 00:44",Turnitin Assignment 2,List Submissions
d969,"1/01/23, 00:43",System,Course viewed
8f47,"31/12/22, 23:15",Turnitin Assignment 2,List Submissions
8f47,"31/12/22, 23:15",System,Course viewed
584e,"31/12/22, 23:11",Turnitin Assignment 2,List Submissions
584e,"31/12/22, 23:11",System,Course viewed
3e1c,"31/12/22, 23:02",Turnitin Assignment 2,List Submissions
d1d7,"31/12/22, 22:57",Turnitin Assignment 2,List Submissions
d1d7,"31/12/22, 22:56",System,Course viewed
d969,"31/12/22, 22:42",Turnitin Assignment 2,List Submissions
d969,"31/12/22, 22:41",System,Course viewed
d60c,"31/12/22, 22:37",Turnitin Assignment 2,List Submissions
d60c,"31/12/22, 22:37",System,Course viewed
d60c,"31/12/22, 22:37",Turnitin Assignment 2,List Submissions
d60c,"31/12/22, 22:36",System,Course viewed
d60c,"31/12/22, 22:33",Turnitin Assignment 2,List Submissions
d60c,"31/12/22, 22:33",System,Course viewed
d969,"31/12/22, 22:30",Folder,Course module viewed
d969,"31/12/22, 22:30",Turnitin Assignment 2,List Submissions
d969,"31/12/22, 22:30",Turnitin Assignment 2,List Submissions
d969,"31/12/22, 22:28",Turnitin Assignment 2,List Submissions
d969,"31/12/22, 22:27",Turnitin Assignment 2,List Submissions
d969,"31/12/22, 22:27",System,Course viewed
d969,"31/12/22, 22:26",Kaltura Video Resource,Video resource viewed
d969,"31/12/22, 22:25",Turnitin Assignment 2,List Submissions
d969,"31/12/22, 22:24",System,Course viewed
6484,"31/12/22, 21:27",Turnitin Assignment 2,List Submissions
6484,"31/12/22, 21:27",System,Course viewed
d1d7,"31/12/22, 20:28",Folder,Course module viewed
1120,"31/12/22, 20:27",Turnitin Assignment 2,List Submissions
1120,"31/12/22, 20:26",System,Course viewed
d1d7,"31/12/22, 20:26",Turnitin Assignment 2,List Submissions
d1d7,"31/12/22, 20:26",System,Course viewed
733d,"31/12/22, 19:39",Turnitin Assignment 2,List Submissions
8f47,"31/12/22, 19:16",Turnitin Assignment 2,List Submissions
8f47,"31/12/22, 19:16",System,Course viewed
733d,"31/12/22, 19:06",Turnitin Assignment 2,List Submissions
733d,"31/12/22, 19:01",Turnitin Assignment 2,List Submissions
733d,"31/12/22, 19:01",System,Course viewed
1665,"31/12/22, 18:25",Turnitin Assignment 2,List Submissions
1665,"31/12/22, 18:24",System,Course viewed
aca3,"31/12/22, 18:17",Turnitin Assignment 2,List Submissions
aca3,"31/12/22, 18:17",System,Course viewed
7bf9,"31/12/22, 18:01",Turnitin Assignment 2,List Submissions
0326,"31/12/22, 17:36",Turnitin Assignment 2,List Submissions
0326,"31/12/22, 17:36",System,Course viewed
8f47,"31/12/22, 17:04",Turnitin Assignment 2,List Submissions
8f47,"31/12/22, 17:04",System,Course viewed
3e1c,"31/12/22, 16:51",Turnitin Assignment 2,List Submissions
72af,"31/12/22, 16:46",Turnitin Assignment 2,List Submissions
72af,"31/12/22, 16:45",System,Course viewed
6484,"31/12/22, 15:52",System,Course viewed
d969,"31/12/22, 14:49",Turnitin Assignment 2,List Submissions
d969,"31/12/22, 14:48",System,Course viewed
a689,"31/12/22, 14:30",Turnitin Assignment 2,List Submissions
020c,"31/12/22, 14:19",Folder,Course module viewed
ca0a,"31/12/22, 14:17",Turnitin Assignment 2,List Submissions
0326,"31/12/22, 13:56",Turnitin Assignment 2,List Submissions
0326,"31/12/22, 13:56",System,Course viewed
020c,"31/12/22, 13:44",Folder,Course module viewed
020c,"31/12/22, 13:43",System,Course viewed
1d56,"31/12/22, 13:33",Turnitin Assignment 2,List Submissions
1d56,"31/12/22, 13:33",System,Course viewed
1d56,"31/12/22, 13:28",Turnitin Assignment 2,List Submissions
1d56,"31/12/22, 13:27",System,Course viewed
1d56,"31/12/22, 13:27",User report,Grade user report viewed
1d56,"31/12/22, 13:27",System,Course viewed
1d56,"31/12/22, 13:26",User report,Grade user report viewed
1d56,"31/12/22, 13:25",User report,Grade user report viewed
1d56,"31/12/22, 13:24",System,Course viewed
1d56,"31/12/22, 13:22",System,User list viewed
1d56,"31/12/22, 13:17",Turnitin Assignment 2,List Submissions
1d56,"31/12/22, 13:17",System,Course viewed
1d56,"31/12/22, 13:15",Turnitin Assignment 2,List Submissions
1d56,"31/12/22, 13:15",System,Course viewed
1d56,"31/12/22, 13:15",User report,Grade user report viewed
1d56,"31/12/22, 13:14",System,User list viewed
1d56,"31/12/22, 13:14",Turnitin Assignment 2,List Submissions
1d56,"31/12/22, 13:14",System,Course viewed
1d56,"31/12/22, 13:14",User report,Grade user report viewed
1d56,"31/12/22, 13:14",System,User list viewed
1d56,"31/12/22, 13:10",Turnitin Assignment 2,Add Submission
1d56,"31/12/22, 13:10",Turnitin Assignment 2,Add Submission
1d56,"31/12/22, 13:06",Turnitin Assignment 2,List Submissions
1d56,"31/12/22, 13:05",System,Course viewed
1d56,"31/12/22, 13:05",System,Course viewed
bde7,"31/12/22, 12:55",Turnitin Assignment 2,List Submissions
bde7,"31/12/22, 12:55",System,Course viewed
e744,"31/12/22, 12:43",System,Course viewed
733d,"31/12/22, 12:43",Turnitin Assignment 2,List Submissions
733d,"31/12/22, 12:43",System,Course viewed
e744,"31/12/22, 12:42",Turnitin Assignment 2,List Submissions
e744,"31/12/22, 12:42",System,Course viewed
c38e,"31/12/22, 12:39",Turnitin Assignment 2,List Submissions
c38e,"31/12/22, 12:39",System,Course viewed
c38e,"31/12/22, 12:38",Folder,Course module viewed
c38e,"31/12/22, 12:38",System,Course viewed
c38e,"31/12/22, 12:31",Turnitin Assignment 2,List Submissions
584e,"31/12/22, 12:14",Turnitin Assignment 2,List Submissions
584e,"31/12/22, 12:14",System,Course viewed
ca0a,"31/12/22, 12:06",Turnitin Assignment 2,List Submissions
ca0a,"31/12/22, 12:05",System,Course viewed
06f3,"31/12/22, 11:41",System,Course viewed
aca3,"31/12/22, 11:22",Turnitin Assignment 2,List Submissions
aca3,"31/12/22, 11:22",System,Course viewed
5867,"31/12/22, 11:15",Turnitin Assignment 2,List Submissions
5867,"31/12/22, 11:15",System,Course viewed
a689,"31/12/22, 10:55",Turnitin Assignment 2,Add Submission
a689,"31/12/22, 10:55",Turnitin Assignment 2,Add Submission
a689,"31/12/22, 10:54",Turnitin Assignment 2,List Submissions
a689,"31/12/22, 10:54",System,Course viewed
5e07,"31/12/22, 10:36",Turnitin Assignment 2,List Submissions
5e07,"31/12/22, 10:34",Turnitin Assignment 2,List Submissions
5e07,"31/12/22, 10:34",System,Course viewed
5e07,"31/12/22, 10:30",Turnitin Assignment 2,List Submissions
733d,"31/12/22, 10:18",System,Course viewed
733d,"31/12/22, 10:18",Turnitin Assignment 2,List Submissions
7703,"31/12/22, 09:51",Turnitin Assignment 2,List Submissions
7703,"31/12/22, 09:51",System,Course viewed
52d9,"31/12/22, 09:50",Turnitin Assignment 2,List Submissions
72af,"31/12/22, 09:31",Turnitin Assignment 2,List Submissions
d1d7,"31/12/22, 09:29",Turnitin Assignment 2,List Submissions
d1d7,"31/12/22, 09:29",System,Course viewed
8f47,"31/12/22, 08:56",Turnitin Assignment 2,List Submissions
8f47,"31/12/22, 08:56",System,Course viewed
1665,"31/12/22, 08:15",Turnitin Assignment 2,List Submissions
1665,"31/12/22, 08:15",System,Course viewed
68a9,"31/12/22, 08:02",Turnitin Assignment 2,List Submissions
68a9,"31/12/22, 08:01",System,Course viewed
e2e7,"31/12/22, 08:01",Turnitin Assignment 2,List Submissions
e2e7,"31/12/22, 08:01",Folder,Course module viewed
e2e7,"31/12/22, 08:01",System,Course viewed
8ddb,"31/12/22, 07:59",Turnitin Assignment 2,List Submissions
8ddb,"31/12/22, 07:59",System,Course viewed
0326,"31/12/22, 07:45",Turnitin Assignment 2,List Submissions
e632,"31/12/22, 07:41",System,Course viewed
ae35,"31/12/22, 07:40",System,Course viewed
6fec,"31/12/22, 07:34",System,Course viewed
6fec,"31/12/22, 07:34",Turnitin Assignment 2,List Submissions
6fec,"31/12/22, 07:33",System,Course viewed
1120,"31/12/22, 07:29",Turnitin Assignment 2,List Submissions
1120,"31/12/22, 07:29",System,Course viewed
1d56,"31/12/22, 06:52",Turnitin Assignment 2,List Submissions
1d56,"31/12/22, 06:52",System,Course viewed
0326,"31/12/22, 06:37",Turnitin Assignment 2,List Submissions
0326,"31/12/22, 06:37",System,Course viewed
7bf9,"31/12/22, 06:18",Turnitin Assignment 2,List Submissions
7bf9,"31/12/22, 06:18",Turnitin Assignment 2,List Submissions
7bf9,"31/12/22, 06:17",System,Course viewed
d1d7,"31/12/22, 06:02",Turnitin Assignment 2,List Submissions
d1d7,"31/12/22, 06:01",System,Course viewed
d1d7,"31/12/22, 06:01",Folder,Course module viewed
d1d7,"31/12/22, 06:01",System,Course viewed
d1d7,"31/12/22, 05:59",System,Course viewed
d1d7,"31/12/22, 05:58",System,Course viewed
d1d7,"31/12/22, 05:14",Turnitin Assignment 2,List Submissions
d1d7,"31/12/22, 05:13",System,Course viewed
a7cd,"31/12/22, 02:46",System,Course user report viewed
8b7a,"31/12/22, 02:13",Turnitin Assignment 2,List Submissions
8b7a,"31/12/22, 02:13",System,Course viewed
8b7a,"31/12/22, 02:13",Folder,Course module viewed
8b7a,"31/12/22, 02:13",System,Course viewed
1f32,"31/12/22, 01:44",Turnitin Assignment 2,List Submissions
1f32,"31/12/22, 01:44",System,Course viewed
7703,"31/12/22, 01:42",Turnitin Assignment 2,List Submissions
7703,"31/12/22, 01:42",Turnitin Assignment 2,List Submissions
7703,"31/12/22, 01:41",System,Course viewed
5dae,"31/12/22, 01:27",Turnitin Assignment 2,List Submissions
5dae,"31/12/22, 01:27",System,Course viewed
0326,"31/12/22, 00:50",Turnitin Assignment 2,List Submissions
0326,"31/12/22, 00:50",System,Course viewed
e2e7,"31/12/22, 00:47",Turnitin Assignment 2,List Submissions
e2e7,"31/12/22, 00:47",System,Course viewed
7703,"31/12/22, 00:46",System,Course viewed
3e1c,"31/12/22, 00:24",Turnitin Assignment 2,List Submissions
3e1c,"31/12/22, 00:24",System,Course viewed
3e1c,"31/12/22, 00:24",Turnitin Assignment 2,List Submissions
7703,"31/12/22, 00:21",Turnitin Assignment 2,List Submissions
7703,"31/12/22, 00:21",System,Course viewed
0326,"31/12/22, 00:13",Turnitin Assignment 2,List Submissions
0326,"31/12/22, 00:13",System,Course viewed
7703,"31/12/22, 00:03",Turnitin Assignment 2,List Submissions
7703,"31/12/22, 00:01",Turnitin Assignment 2,List Submissions
cad7,"30/12/22, 23:59",Turnitin Assignment 2,List Submissions
7703,"30/12/22, 23:59",Turnitin Assignment 2,Add Submission
efb4,"30/12/22, 23:59",Turnitin Assignment 2,List Submissions
efb4,"30/12/22, 23:59",System,Course viewed
7703,"30/12/22, 23:58",Turnitin Assignment 2,List Submissions
7703,"30/12/22, 23:58",System,Course viewed
7703,"30/12/22, 23:58",Folder,Course module viewed
1e4f,"30/12/22, 23:58",Turnitin Assignment 2,List Submissions
cad7,"30/12/22, 23:57",Turnitin Assignment 2,Add Submission
efb4,"30/12/22, 23:57",Turnitin Assignment 2,List Submissions
7703,"30/12/22, 23:57",System,Course viewed
cad7,"30/12/22, 23:57",Turnitin Assignment 2,Add Submission
1e4f,"30/12/22, 23:55",Turnitin Assignment 2,Add Submission
1e4f,"30/12/22, 23:55",Turnitin Assignment 2,Add Submission
a977,"30/12/22, 23:55",Turnitin Assignment 2,List Submissions
cad7,"30/12/22, 23:55",Turnitin Assignment 2,List Submissions
cad7,"30/12/22, 23:55",System,Course viewed
cad7,"30/12/22, 23:55",Folder,Course module viewed
e2e7,"30/12/22, 23:55",Turnitin Assignment 2,List Submissions
e2e7,"30/12/22, 23:54",System,Course viewed
a977,"30/12/22, 23:54",Turnitin Assignment 2,Add Submission
d1d7,"30/12/22, 23:54",Turnitin Assignment 2,List Submissions
a977,"30/12/22, 23:54",Turnitin Assignment 2,Add Submission
62f7,"30/12/22, 23:54",Turnitin Assignment 2,Add Submission
62f7,"30/12/22, 23:54",Turnitin Assignment 2,Add Submission
a977,"30/12/22, 23:54",Turnitin Assignment 2,List Submissions
62f7,"30/12/22, 23:53",Turnitin Assignment 2,List Submissions
1e4f,"30/12/22, 23:52",Turnitin Assignment 2,List Submissions
1e4f,"30/12/22, 23:52",System,Course viewed
62f7,"30/12/22, 23:52",System,Course viewed
62f7,"30/12/22, 23:52",Turnitin Assignment 2,List Submissions
62f7,"30/12/22, 23:52",System,Course viewed
bde7,"30/12/22, 23:51",Turnitin Assignment 2,Add Submission
bde7,"30/12/22, 23:51",Turnitin Assignment 2,Add Submission
efb4,"30/12/22, 23:51",Turnitin Assignment 2,Add Submission
efb4,"30/12/22, 23:51",Turnitin Assignment 2,Add Submission
bde7,"30/12/22, 23:50",Turnitin Assignment 2,List Submissions
bde7,"30/12/22, 23:50",System,Course viewed
71e7,"30/12/22, 23:50",Turnitin Assignment 2,Add Submission
71e7,"30/12/22, 23:50",Turnitin Assignment 2,Add Submission
efb4,"30/12/22, 23:49",Turnitin Assignment 2,List Submissions
efb4,"30/12/22, 23:49",System,Course viewed
e2e7,"30/12/22, 23:49",Turnitin Assignment 2,Add Submission
e2e7,"30/12/22, 23:49",Turnitin Assignment 2,Add Submission
71e7,"30/12/22, 23:49",Turnitin Assignment 2,List Submissions
71e7,"30/12/22, 23:48",System,Course viewed
e2e7,"30/12/22, 23:47",Turnitin Assignment 2,List Submissions
e2e7,"30/12/22, 23:47",Turnitin Assignment 2,List Submissions
72d1,"30/12/22, 23:45",Turnitin Assignment 2,List Submissions
72d1,"30/12/22, 23:45",System,Course viewed
72d1,"30/12/22, 23:44",System,Course viewed
8952,"30/12/22, 23:43",Turnitin Assignment 2,List Submissions
8b7a,"30/12/22, 23:42",Turnitin Assignment 2,List Submissions
72d1,"30/12/22, 23:41",Turnitin Assignment 2,Add Submission
72d1,"30/12/22, 23:40",Turnitin Assignment 2,Add Submission
72d1,"30/12/22, 23:38",Turnitin Assignment 2,List Submissions
72d1,"30/12/22, 23:38",System,Course viewed
c040,"30/12/22, 23:38",Turnitin Assignment 2,List Submissions
c040,"30/12/22, 23:38",System,Course viewed
5867,"30/12/22, 23:38",Turnitin Assignment 2,List Submissions
5867,"30/12/22, 23:37",System,Course viewed
733d,"30/12/22, 23:36",Turnitin Assignment 2,List Submissions
733d,"30/12/22, 23:36",Turnitin Assignment 2,List Submissions
a977,"30/12/22, 23:36",Turnitin Assignment 2,List Submissions
8952,"30/12/22, 23:35",Turnitin Assignment 2,Add Submission
8952,"30/12/22, 23:35",Turnitin Assignment 2,Add Submission
a977,"30/12/22, 23:35",System,Course viewed
a977,"30/12/22, 23:34",Turnitin Assignment 2,Add Submission
a977,"30/12/22, 23:34",Turnitin Assignment 2,Add Submission
8952,"30/12/22, 23:34",Turnitin Assignment 2,List Submissions
a7cd,"30/12/22, 23:33",Turnitin Assignment 2,Add Submission
a7cd,"30/12/22, 23:33",Turnitin Assignment 2,Add Submission
5867,"30/12/22, 23:33",Turnitin Assignment 2,List Submissions
5867,"30/12/22, 23:32",System,Course viewed
a977,"30/12/22, 23:32",Turnitin Assignment 2,List Submissions
a977,"30/12/22, 23:32",System,Course viewed
a7cd,"30/12/22, 23:32",Turnitin Assignment 2,List Submissions
3a71,"30/12/22, 23:31",Turnitin Assignment 2,List Submissions
8a21,"30/12/22, 23:31",Turnitin Assignment 2,List Submissions
e744,"30/12/22, 23:30",Turnitin Assignment 2,Add Submission
e744,"30/12/22, 23:30",Turnitin Assignment 2,Add Submission
8a21,"30/12/22, 23:30",Turnitin Assignment 2,List Submissions
8952,"30/12/22, 23:29",System,Course viewed
8a21,"30/12/22, 23:29",Turnitin Assignment 2,Add Submission
8a21,"30/12/22, 23:29",Turnitin Assignment 2,Add Submission
e744,"30/12/22, 23:28",Turnitin Assignment 2,List Submissions
e744,"30/12/22, 23:28",Turnitin Assignment 2,List Submissions
e744,"30/12/22, 23:28",Turnitin Assignment 2,List Submissions
e744,"30/12/22, 23:28",System,Course viewed
a7cd,"30/12/22, 23:28",System,Course viewed
e744,"30/12/22, 23:28",System,Course viewed
e744,"30/12/22, 23:28",System,Course viewed
e744,"30/12/22, 23:28",System,Course viewed
e744,"30/12/22, 23:28",System,Course viewed
e744,"30/12/22, 23:28",System,Course viewed
8a21,"30/12/22, 23:26",Turnitin Assignment 2,List Submissions
8a21,"30/12/22, 23:26",System,Course viewed
5867,"30/12/22, 23:26",Turnitin Assignment 2,List Submissions
5867,"30/12/22, 23:26",System,Course viewed
5a4b,"30/12/22, 23:26",Turnitin Assignment 2,Add Submission
5a4b,"30/12/22, 23:26",Turnitin Assignment 2,Add Submission
5a4b,"30/12/22, 23:25",Turnitin Assignment 2,List Submissions
5a4b,"30/12/22, 23:24",System,Course viewed
8b7a,"30/12/22, 23:23",Turnitin Assignment 2,Add Submission
8b7a,"30/12/22, 23:23",Turnitin Assignment 2,Add Submission
d1d7,"30/12/22, 23:23",Turnitin Assignment 2,List Submissions
5867,"30/12/22, 23:23",Turnitin Assignment 2,List Submissions
5867,"30/12/22, 23:23",System,Course viewed
d1d7,"30/12/22, 23:22",Turnitin Assignment 2,List Submissions
5867,"30/12/22, 23:22",Turnitin Assignment 2,Add Submission
5867,"30/12/22, 23:22",Turnitin Assignment 2,Add Submission
8b7a,"30/12/22, 23:21",Turnitin Assignment 2,List Submissions
d1d7,"30/12/22, 23:21",Turnitin Assignment 2,List Submissions
8b7a,"30/12/22, 23:21",Turnitin Assignment 2,List Submissions
5867,"30/12/22, 23:21",Turnitin Assignment 2,List Submissions
a7cd,"30/12/22, 23:21",Turnitin Assignment 2,Add Submission
8b7a,"30/12/22, 23:21",System,Course viewed
a7cd,"30/12/22, 23:21",Turnitin Assignment 2,Add Submission
5867,"30/12/22, 23:20",System,Course viewed
c38e,"30/12/22, 23:20",Turnitin Assignment 2,List Submissions
c38e,"30/12/22, 23:20",Turnitin Assignment 2,Add Submission
c38e,"30/12/22, 23:20",Turnitin Assignment 2,Add Submission
020c,"30/12/22, 23:19",Turnitin Assignment 2,List Submissions
a7cd,"30/12/22, 23:19",Turnitin Assignment 2,List Submissions
a7cd,"30/12/22, 23:18",System,Course viewed
c38e,"30/12/22, 23:17",Turnitin Assignment 2,List Submissions
c38e,"30/12/22, 23:16",System,Course viewed
